sno,Hotel_Name,Room_type,Single_Bed,Double_bed,price
4517,Modern double storey 3 BDRs in South Mel(TF5SM01),Three-Bedroom Apartment,,double bed,12489
4518,Lovely 1 Bedroom apartment close Crown（TI17042201）,One-Bedroom Apartment,,double bed,9065
4519,Meadow Inn Hotel-Motel,Studio with King Bed and Single Bed,single bed,double bed,6215
4520,Beautiful 2 brs in CBD with free parking (TF4922),Two-Bedroom Apartment,,double bed,10078
4521,Art Series - The Larwill Studio,Larwill King,,double bed,10126
4522,The Como Melbourne - MGallery,Superior Double Room with Two Single Beds,single bed,double bed,14734
4523,Comfort Inn Greensborough,Standard Queen Room,single bed,double bed,7233
4524,Mercure Melbourne Therry Street,Standard Queen Studio,single bed,double bed,9590
4525,Exclusive 2 bed pad with views,Two-Bedroom Apartment,,double bed,13839
4526,Pullman Melbourne on Swanston,Superior King Room,,double bed,15055
4527,Mercure North Melbourne,Standard King Room,single bed,double bed,9054
4528,Wonderful 2-bedroom unit with Pool(TF7262201),Two-Bedroom Apartment,,double bed,9596
4529,Oaks Melbourne on Collins Hotel,Studio - Internal,,double bed,7983
4530,La Trobe Street Apartment,One-Bedroom Apartment,,double bed,12269
4531,Oakwood Premier Melbourne,Deluxe Twin Room,single bed,double bed,10715
4532,Ovolo South Yarra,Boogie,single bed,double bed,11382
4533,Homely Urban Oasis,Two-Bedroom Apartment,single bed,double bed,11573
4534,Caroline Serviced Apartments Brighton,Premier One-Bedroom Apartment,single bed,double bed,14948
4535,The Escape in Southern Cross Station,Studio Apartment,single bed,double bed,7501
4536,Milano Serviced Apartments,Studio,single bed,double bed,8144
4537,MVV Motel & Comfy Kew Apartments,Standard Studio,single bed,double bed,6914
4538,Shiny Urban Oasis (2BR1B+Wifi+View+WWS nearby),Two-Bedroom Apartment,,double bed,9644
4539,Ink Hotel Melbourne Southbank,Standard Room,single bed,double bed,8921
4540,Quest Moonee Valley,Studio Apartment,single bed,double bed,12805
4541,Docklands Private Collection - Digital Harbour,Studio,single bed,double bed,22301
4542,City Edge South Melbourne Apartment Hotel,Studio,,double bed,7948
4543,Comfort Hotel East Melbourne,Superior King Suite,single bed,double bed,9054
4544,River Views 2B2B Free Parking,Two-Bedroom Apartment,,double bed,17407
4545,Nesuto Docklands,Premium Apartment,,double bed,10292
4546,The Sebel Melbourne Malvern,One-Bedroom Apartment,single bed,double bed,15484
4547,Wyndham Hotel Melbourne,One-Bedroom Apartment,single bed,double bed,12165
4548,Quest Jolimont,One-Bedroom Apartment,,double bed,13394
4549,"Crowne Plaza Melbourne, an IHG Hotel",Standard King Room,,double bed,10702
4550,Melbourne Airport Motel,Studio,single bed,double bed,10447
4551,Coburg Motor Inn,Double Room,,double bed,6161
4552,Beautiful apartment in South Yarra,Two-Bedroom Apartment,,double bed,11787
4553,Pan Pacific Melbourne,Deluxe King Room,single bed,double bed,15540
4554,Radisson On Flagstaff Gardens Melbourne,Standard Room,single bed,double bed,9981
4555,High-Rise Living with City Views Queen Vic Market,Two-Bedroom Apartment,,double bed,9644
4556,Oaks Melbourne Southbank Suites,One-Bedroom Apartment,,double bed,9590
4557,Quick Aces Premium,One-Bedroom Apartment,,double bed,14144
4558,Fawkner Executive Suites & Serviced Apartments,Executive One-Bedroom Suite,single bed,double bed,10576
4559,High rise top view 2bed2bath,Apartment,,double bed,9483
4560,Next Hotel Melbourne,Queen Room,single bed,double bed,14948
4561,Pathfinder Motel,Budget Room,single bed,double bed,6858
4562,Mantra on Little Bourke,Executive Studio,single bed,double bed,11787
4563,Best Western Queen Victoria Market Hotel,Executive Queen Room,single bed,double bed,9644
4564,Deco Family House,Family Room with Shared Bathroom,,double bed,5264
4565,City East Motel,Queen Room,single bed,double bed,5840
4566,Camberwell Serviced Apartments,Deluxe Studio,single bed,double bed,11198
4567,Mercure Melbourne St Kilda Road,Classic Suite King/Queen with balcony,single bed,double bed,9596
4568,Brunswick Tower Hotel,Deluxe Family Room,single bed,double bed,10715
4569,Comfort Hotel Melbourne Central,one-bedroom apartment (QUEEN),single bed,double bed,9590
4570,Bell Motel,Standard Room,single bed,double bed,6161
4571,City Park Hotel,Twin Room,single bed,double bed,8113
4572,Hotel No,AIRSTREAM - Deluxe Queen Room,,double bed,21377
4573,Tribeca Serviced Apartments,One-Bedroom Apartment,,double bed,10180
4574,Knightsbridge Apartments,Studio Apartment King Bed,single bed,double bed,7233
4575,RNR Serviced Apartments North Melbourne,One-Bedroom Apartment,single bed,double bed,10652
4576,Corporate Living Accommodation Abbotsford,Studio,single bed,double bed,11787
4577,Blessington St Studio Apartments,Studio Apartment,,double bed,13126
4578,Jasper Boutique Hotel,Deluxe Twin Room,single bed,double bed,6882
4579,Queensview168 Apartments Moonee Ponds,Two-Bedroom Apartment,,double bed,11402
4580,Veriu Collingwood,Veriu Suite,single bed,double bed,15805
4581,Melbourne South Yarra Central Apartment Hotel,One-Bedroom Apartment,single bed,double bed,9841
4582,Paragon Apartments by CLLIX,Two Bedroom One Bathroom,single bed,double bed,24056
4583,Mega Style Apartments Mainpoint,Two-Bedroom Apartment,single bed,double bed,20749
4584,Mega Style Apartments Flinders St,Three-Bedroom Apartment,single bed,double bed,26561
4585,MELBOURNE STAR APARTMENT,Three-Bedroom Apartment,,double bed,34718
4586,Melbourne City Apartments Panoramic Sky View Penthouse,Penthouse Apartment,,double bed,117869
4587,Davis Avenue Apartments,Studio Apartment,,double bed,7447
4588,Melbourne City Apartment Hotel,Queen Studio,single bed,double bed,9338
4589,Mega Style Apartments The International,Two-Bedroom Apartment,single bed,double bed,17425
4590,Collins House Apartments by CLLIX,One-Bedroom Apartment,single bed,double bed,29848
4591,Mega Style Apartments Victoria One,Three-Bedroom Apartment,single bed,double bed,26199
4592,Boutique Beach House in the HEART of St. Kilda,Three-Bedroom House,,double bed,61453
4593,ReadySet Apartments on Rose Lane,Deluxe Apartment,single bed,double bed,19073
4594,Exclusive Stays - SouthbankONE,Deluxe Three-Bedroom Apartment,single bed,double bed,49441
4595,Exclusive Stays - Southgate 28,Deluxe Three-Bedroom Two-Bathroom Apartment,single bed,double bed,33432
4596,Exclusive Stays - Boulevard Penthouse,Deluxe Three-Bedroom Penthouse,single bed,double bed,49441
4597,Saint Domain,One-Bedroom Apartment,,double bed,10662
4598,Australia 108 by CLLIX,One-Bedroom Apartment,,double bed,24061
4599,Stay Like Home,One-Bedroom Apartment,,double bed,14734
4600,Exclusive Stays - Gallery Penthouse,Three-Bedroom Two-Bathroom Penthouse Apartment,single bed,double bed,102611
4601,Exclusive Stays - Rivergarden,Deluxe Two-Bedroom Apartment,single bed,double bed,29317
4602,Exclusive Stays - The Centurion,Deluxe Three-Bedroom Two Bathroom Apartment,single bed,double bed,30217
4603,Exclusive Stays - Gallery Tower,Deluxe Two-Bedroom Two-Bathroom Apartment,single bed,double bed,30539
4604,Exclusive Stays - The Summit,Deluxe Three-Bedroom Two-Bathroom Apartment,single bed,double bed,36197
4605,Exclusive Stays - Sentinel,Deluxe Three-Bedroom Two Bathroom Apartment,single bed,double bed,37804
4606,Oaks Melbourne on William Suites,Studio,single bed,double bed,8519
4607,381 Cremorne,One-Bedroom Apartment with Balcony,,double bed,16877
4608,IMSA Group,Two-Bedroom Apartment,single bed,double bed,24645
4609,Tyrian Serviced Apartments Fitzroy,Two-Bedroom Apartment,,double bed,19556
4610,Quest Southbank,One-Bedroom Apartment,single bed,double bed,12269
4611,The Royce,King Room,,double bed,21484
4612,"City-view High Rise 2BR Apt w/Pool, Sauna Gym, Library near Southern Cross Station Melbourne CBD",Two-Bedroom Apartment,,double bed,8197
4613,Aligned Corporate Residences Kew,One-Bedroom Residence,single bed,double bed,17680
4614,Nest Apartments on Rose Lane,Two-Bedroom Apartment,single bed,double bed,7233
4615,DoubleTree by Hilton Melbourne,King Guest Room,single bed,double bed,12323
4616,Arden Motel,Double Room,single bed,double bed,8197
4617,W Melbourne,"Fabulous (42sqm), Guest room, 2 Double, City view",,double bed,18484
4618,"{Promo!} Next to Train Station, FREE WIFI!",Two-Bedroom Villa,,double bed,2514
4619,Fawkner Mansions Heritage Hotel,Standard Double Room with Shared Bathroom,single bed,double bed,4018
4620,Mantra on Jolimont,King Studio,single bed,double bed,9054
4621,City Square Motel,Standard Twin Room,single bed,double bed,5672
4622,Hotel 115,Deluxe Queen Room,single bed,double bed,11456
4623,The Motley Hotel,Classic King,single bed,double bed,13073
4624,Plum Serviced Apartments Carlton,Deluxe Apartment,,double bed,8136
4625,Footscray Motor Inn and Serviced Apartments,Executive Double Suite,single bed,double bed,7501
4626,Parkside Inn Motel,Budget Double Room,single bed,double bed,6965
4627,Stylish 2Bed Apt in Central CBD (TF41052201),Two-Bedroom Apartment,,double bed,10560
4628,City Centre Budget Hotel,Double Room with Shared Bathroom,single bed,double bed,5626
4629,"Hyatt Place Melbourne, Essendon Fields",Standard King Room,,double bed,11157
4630,Como Court Budget Accommodation,Private Double Room with Private Bathroom,single bed,double bed,5835
4631,Veriu Queen Victoria Market,Veriu Suite,single bed,double bed,12323
4632,lovely 1 bedroom apartment with indoor fireplace,One-Bedroom Apartment,,double bed,9644
4633,Prahran Chic & Cozy Retreat,One-Bedroom Apartment,,double bed,8947
4634,Parkville Place Serviced Apartments,Standard Double Room,single bed,double bed,6161
4635,Adina Apartment Hotel Melbourne Flinders Street,Premier One-Bedroom Apartment,single bed,double bed,10673
4636,Airport Tourist Village Melbourne,Studio Unit,single bed,double bed,11733
4637,Mantra on Russell,Studio Apartment,single bed,double bed,11733
4638,Adina Apartment Hotel Melbourne Southbank,King Studio,single bed,double bed,10129
4639,Luxury Apartment Stay - Unbelievable Facilities!,One-Bedroom Apartment,,double bed,12805
4640,*Promo* 2-Bedroom Villa Next to Train Station!,Two-Bedroom Villa,,double bed,9991
4641,City Edge East Melbourne Apartment Hotel,1 Bedroom Apartment,single bed,double bed,7853
4642,Coppersmith Hotel,Deluxe Queen Room - Disability Access,,double bed,11226
4643,Stylish Thornbury apartment,Two-Bedroom Apartment,,double bed,17252
4644,Queen Victoria Hostel,Double Room,single bed,double bed,7380
4645,Vibrant !!! stylish open big city view balcony family friendly,Two-Bedroom Apartment,single bed,double bed,10715
4646,CBD Spacious Two Bedrooms Apartment,Two-Bedroom Apartment,,double bed,16073
4647,Alexander Lombard Tower Collection,Two-Bedroom Apartment,,double bed,11476
4648,Your Home Away from Home,Apartment - Ground Floor,,double bed,11519
4649,Good memories A,Double Room,,double bed,5090
4650,Henry Home,Three-Bedroom House,,double bed,26038
4651,City Stays,Studio Apartment,,double bed,9644
4652,15 Charles Abbotsford Homestay,Queen Room with Shared Bathroom,single bed,double bed,4822
4653,Studio 7 - Saint George Accommodation,One-Bedroom Apartment,,double bed,4715
4654,Crest on Barkly Hotel,Standard King Room,single bed,double bed,7608
4655,The Glenferrie Hotel Hawthorn,Family Room,single bed,double bed,13287
4656,Punthill Essendon,Studio Apartment,single bed,double bed,10930
4657,Plum Serviced Apartments North Melbourne,Studio Apartment,,double bed,18176
4658,Reservoir 短租,Single Room with Shared Bathroom,,double bed,3691
4659,Hidden gem in Melbourne city with FREE 6 car park & WiFi with large backyard,Six-Bedroom House,single bed,double bed,50898
4660,Luxurious Queen Bed Suite with a Balcony,Two-Bedroom Apartment,,double bed,11937
4661,Hawthorn Gardens Serviced Apartments,One-Bedroom Apartment,single bed,double bed,10183
4662,Quest on William,Studio Apartment,single bed,double bed,10180
4663,Exquisite Elegance & Luxury Home,Three-Bedroom Apartment,,double bed,46290
4664,Carlton Stunning View Apartment with Free Parking -2,Two-Bedroom Apartment,,double bed,15002
4665,Highrise best location 2baths,Two-Bedroom Apartment,,double bed,8519
4666,The Interlude,The Interlude Suite,,double bed,37450
4667,Evancourt Motel Malvern East,Budget Twin Room,single bed,double bed,9054
4668,151 Hoddle Budget Private Rooms,Double Room with Shared Bathroom,,double bed,4286
4669,The Queen apartment of Melbourne,One-Bedroom Apartment,,double bed,5208
4670,Apartments on Chapman,One-Bedroom Apartment,single bed,double bed,9108
4671,Quest Flemington Central,Studio Apartment,,double bed,11733
4672,Silver House - Melbourne Airport Accommodation,Deluxe Double Room,,double bed,7447
4673,Elegant Three Bedrooms Apartment with Free Parking in Southbank Near Crown,Three-Bedroom Apartment,,double bed,21377
4674,East Brunswick Hotel,Standard Studio,,double bed,12966
4675,Spacious beautiful apartment in Melbourne CBD for four people,Two-Bedroom Apartment,single bed,,7742
4676,Oaks Melbourne South Yarra Suites,Studio,single bed,double bed,9590
4677,Stunning 2-Bed Apartment with Panoramic CBD Views,Two-Bedroom Apartment,,double bed,11465
4678,DreamStayz Bourke St CBD with Apple TV Netflix & Free Wifi,Two-Bedroom Apartment,,double bed,6512
4679,Central Prime Luxury near Melbourne Central,Two-Bedroom Apartment,,double bed,9783
4680,Riverside Apartments Melbourne (formerly Best Western Riverside Apartments),One Bedroom Deluxe Apartment - Riverside Tower,single bed,double bed,7020
4681,Quest on William,Studio Apartment,single bed,double bed,10180
4682,H & D Apartments,Twin Studio Apartment,single bed,double bed,6617
4683,The Marker Apartments Melbourne,1 Bedroom Premier Apartment,single bed,double bed,14393
4684,Contemporary 2-Bed with City Views Gym & Pool,Apartment,,double bed,17359
4685,Modern Haven in Carlton Living in Melbourne,Two-Bedroom Apartment,,double bed,10414
4686,Stunning View 2Bdr Apt Southbank (TF320523),Two-Bedroom Apartment,,double bed,12971
4687,Bright Urban Oasis,One-Bedroom Apartment,single bed,double bed,8551
4688,Corporate Living Accommodation Hawthorn,Studio,single bed,double bed,13930
4689,Lily Sands Inn,Double Room,single bed,double bed,7851
4690,Dreamy Nature Apt in Free Tram Zone with Garden Views & Free Parking,One-Bedroom Apartment,single bed,double bed,8551
4691,"1 BRM, Southbank, King Bed, Lvl 37",One-Bedroom Apartment,,double bed,5893
4692,ACD Apartments,Executive One-Bedroom Apartment,,double bed,16555
4693,Bright & Comfy 2 Bedroom St Kilda East Apartment,Two-Bedroom Apartment,single bed,double bed,9789
4694,Poets Retreat,Two-Bedroom Apartment,,double bed,6429
4695,Gordon House Apartments,Studio,,double bed,9483
4696,Adorabe 1-Bedroom guesthouse with free parking on premises,Small Double Room,single bed,double bed,12091
4697,Austin Rise Bed and Breakfast,Withers Queen Suite,single bed,double bed,11787
4698,Lovely older home,Budget Double Room,,double bed,5786
4699,Summer House Melbourne Backpackers,Triple Room with Private Bathroom,single bed,double bed,8679
4700,*Promo!* 2-Min to Train Station!,Two-Bedroom House,,double bed,2037
4701,1K Paris,Superior M Double Room,single bed,double bed,26116
4702,Hôtel Vernet Champs Elysées Paris,Superior Double Room,single bed,double bed,68610
4703,Port Royal Hotel,Double Room with Shared Bathroom and Shared WC,single bed,double bed,10775
4704,Hôtel Le Daum,Comfort Double Room,single bed,double bed,30825
4705,Hotel Anya,Double Room,single bed,double bed,8397
4706,Porte de Versailles Hotel,Double Room,single bed,double bed,9897
4707,Hotel CIS Paris Kellermann,Standard Double Room,single bed,double bed,9104
4708,Hôtel Liège Strasbourg,Double Room,single bed,double bed,7955
4709,Au Pacific Hotel,Standard Twin Room,single bed,double bed,12374
4710,Hotel CIS Paris Maurice Ravel,Twin Room,single bed,double bed,8379
4711,Hotel Eden Montmartre,Economic Double Room,single bed,double bed,8043
4712,Hotel Mimosa Paris,Standard Double Room,single bed,double bed,9625
4713,Hôtel Albert 1er,Twin Room,single bed,double bed,15379
